Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Efficacy of ultrasound-guided core needle biopsy in cervical lymphadenopathy: A retrospective study of 6,695 cases","European Radiology","","","","10.1007/s00330-017-5116-1","Feng HanMin XuTing XieJian-Wei WangQing-Guang LinZhi-Xing GuoWei ZhengJing HanXi LinRu-Hai ZouJian-Hua ZhouAn-Hua Li","2017","http://link.springer.com/article/10.1007/s00330-017-5116-1","Article"
"Ultrasound imaging of the thenar motor branch of the median nerve: a cadaveric study","European Radiology","","27","11","10.1007/s00330-017-4882-0","David PetroverJonathan BellityMarie ViganRemy NizardAntoine Hakime","2017","http://link.springer.com/article/10.1007/s00330-017-4882-0","Article"
"A novel, non-adhesive, precipitating liquid embolic implant with intrinsic radiopacity: feasibility and safety animal study","European Radiology","","27","3","10.1007/s00330-016-4463-7","Zsolt KulcsárAgnieszka KarolPeter W. KronenPfundstein SvendeKarina KleinOlivier JordanIsabel Wanke","2017","http://link.springer.com/article/10.1007/s00330-016-4463-7","Article"
"Persistent part-solid nodules with solid part of 5 mm or smaller: Can the ‘follow-up and surgical resection after interval growth’ policy have a negative effect on patient prognosis?","European Radiology","","27","1","10.1007/s00330-016-4364-9","Jong Hyuk LeeChang Min ParkHyungjin KimEui Jin HwangJuil ParkJin Mo Goo","2017","http://link.springer.com/article/10.1007/s00330-016-4364-9","Article"
"The role of cone-beam breast-CT for breast cancer detection relative to breast density","European Radiology","","27","12","10.1007/s00330-017-4911-z","Susanne WienbeckJohannes UhligSusanne Luftner-NagelAntonia ZapfAlexey SurovEva von FintelVera StahnkeJoachim LotzUwe Fischer","2017","http://link.springer.com/article/10.1007/s00330-017-4911-z","Article"
"Increased insular connectivity with emotional regions in primary insomnia patients: a resting-state fMRI study","European Radiology","","27","9","10.1007/s00330-016-4680-0","Tianyue WangJianhao YanShumei LiWenfeng ZhanXiaofen MaLikun XiaMeng LiChulan LinJunzhang TianCheng LiGuihua Jiang","2017","http://link.springer.com/article/10.1007/s00330-016-4680-0","Article"
"Predictors of treatment response following aspiration sclerotherapy of hepatic cysts: an international pooled analysis of individual patient data","European Radiology","","27","2","10.1007/s00330-016-4363-x","Titus F. M. WijnandsMaxime RonotTom J. G. GeversJulie BenzimraLeo J. Schultze KoolValérie VilgrainJoost P. H. Drenth","2017","http://link.springer.com/article/10.1007/s00330-016-4363-x","Article"
"MR and CT imaging characteristics and ablation zone volumetry of locally advanced pancreatic cancer treated with irreversible electroporation","European Radiology","","27","6","10.1007/s00330-016-4581-2","Laurien G. P. H. VroomenHester J. SchefferMarleen C. A. M. MelenhorstMarcus C. de JongJanneke E. van den BerghCornelis van KuijkFoke van DelftGeert KazemierMartijn R. Meijerink","2017","http://link.springer.com/article/10.1007/s00330-016-4581-2","Article"
"CT-guided core needle biopsy of mediastinal nodes through a transpulmonary approach: retrospective analysis of the procedures conducted over six years","European Radiology","","27","8","10.1007/s00330-016-4718-3","Zhongyuan YinZhiwen LiangPengcheng LiQiong Wang","2017","http://link.springer.com/article/10.1007/s00330-016-4718-3","Article"
"Dual energy CT iodine map for delineating inflammation of inflammatory arthritis","European Radiology","","27","12","10.1007/s00330-017-4931-8","Takeshi FukudaYoshinori UmezawaAkihiko AsahinaHidemi NakagawaKazuhiro FuruyaKunihiko Fukuda","2017","http://link.springer.com/article/10.1007/s00330-017-4931-8","Article"
"Gadobutrol versus gadofosveset-trisodium in MR venography of the lower extremities","European Radiology","","27","12","10.1007/s00330-017-4902-0","Carsten W. K. P. ArnoldussenYeelai LamNobutake ItoBjorn WinkensM. Eline KooiCees H. A. WittensJoachim E. Wildberger","2017","http://link.springer.com/article/10.1007/s00330-017-4902-0","Article"
"Single- and dual-energy CT of the abdomen: comparison of radiation dose and image quality of 2nd and 3rd generation dual-source CT","European Radiology","","27","2","10.1007/s00330-016-4383-6","Julian L. WichmannAndrew D. HardieU. Joseph SchoepfLloyd M. FelmlyJonathan D. PerryAkos Varga-SzemesStefanie MangoldDamiano CarusoChristian CansteinThomas J. VoglCarlo N. De Cecco","2017","http://link.springer.com/article/10.1007/s00330-016-4383-6","Article"
"Intravoxel incoherent motion MR imaging of early cervical carcinoma: correlation between imaging parameters and tumor-stroma ratio","European Radiology","","","","10.1007/s00330-017-5183-3","Xiangsheng LiPing WangDechang LiHongxian ZhuLimin MengYunlong SongLizhi XieJianping ZhuTao Yu","2017","http://link.springer.com/article/10.1007/s00330-017-5183-3","Article"
"Impact of perfusion lesion in corticospinal tract on response to reperfusion","European Radiology","","27","12","10.1007/s00330-017-4868-y","Ying ZhouRuiting ZhangSheng ZhangShenqiang YanZe WangBruce C. V. CampbellDavid S. LiebeskindMin Lou","2017","http://link.springer.com/article/10.1007/s00330-017-4868-y","Article"
"Assessment of response to anti-angiogenic targeted therapy in pulmonary metastatic renal cell carcinoma: R2* value as a predictive biomarker","European Radiology","","27","9","10.1007/s00330-016-4700-0","Guangyu WuGuiqin LiuWen KongJianxun QuShiteng SuoXiaosheng LiuJianrong XuJin Zhang","2017","http://link.springer.com/article/10.1007/s00330-016-4700-0","Article"
"Stereotactic core needle breast biopsy marker migration: An analysis of factors contributing to immediate marker migration","European Radiology","","27","11","10.1007/s00330-017-4851-7","Ashali JainMaria KhalidMuhammad M. QureshiDianne Georgian-SmithJonah A. KaplanKaren BuchMark W. GrinstaffAriel E. HirschNeely L. HinesStephan W. AndersonKatherine M. GallagherDavid D. B. BatesB. Nicolas Bloch","2017","http://link.springer.com/article/10.1007/s00330-017-4851-7","Article"
"Volumetric MRI study of the intrauterine growth restriction fetal brain","European Radiology","","27","5","10.1007/s00330-016-4502-4","A. PolatS. BarlowR. BerR. AchironE. Katorza","2017","http://link.springer.com/article/10.1007/s00330-016-4502-4","Article"
"Accuracy of iodine quantification using dual energy CT in latest generation dual source and dual layer CT","European Radiology","","27","9","10.1007/s00330-017-4752-9","Gert Jan PelgrimRobbert W. van HamersveltMartin J. WilleminkBernhard T. SchmidtThomas FlohrArnold SchilhamJulien MillesMatthijs OudkerkTim LeinerRozemarijn Vliegenthart","2017","http://link.springer.com/article/10.1007/s00330-017-4752-9","Article"
"Tip malposition of peripherally inserted central catheters: a prospective randomized controlled trial to compare bedside insertion to fluoroscopically guided placement","European Radiology","","27","7","10.1007/s00330-016-4666-y","Frédéric GlauserStephane BreaultFabio RigamontiCharalampos SotiriadisAnne-Marie JouannicSalah D. Qanadli","2017","http://link.springer.com/article/10.1007/s00330-016-4666-y","Article"
"CT perfusion imaging of the liver and the spleen in patients with cirrhosis: Is there a correlation between perfusion and portal venous hypertension?","European Radiology","","27","10","10.1007/s00330-017-4788-x","Emina TalakićSilvia SchaffellnerDaniela KniepeissHelmut MuellerRudolf StauberFranz QuehenbergerHelmut Schoellnast","2017","http://link.springer.com/article/10.1007/s00330-017-4788-x","Article"
"Diagnostic accuracy of contemporary multidetector computed tomography (MDCT) for the detection of lumbar disc herniation","European Radiology","","27","8","10.1007/s00330-016-4686-7","S. NotohamiprodjoR. StahlM. BraunagelP. M. KazmierczakK. M. ThierfelderK. M. TreitlS. WirthM. Notohamiprodjo","2017","http://link.springer.com/article/10.1007/s00330-016-4686-7","Article"
"Three-dimensional maximum principal strain using cardiac computed tomography for identification of myocardial infarction","European Radiology","","27","4","10.1007/s00330-016-4550-9","Yuki TanabeTeruhito KidoAkira KurataShun SawadaHiroshi SuekuniTomoyuki KidoTakahiro YokoiTeruyoshi UetaniKatsuji InoueMasao MiyagawaTeruhito Mochizuki","2017","http://link.springer.com/article/10.1007/s00330-016-4550-9","Article"
"MR signal in the sacroiliac joint space in spondyloarthritis: a new sign","European Radiology","","27","5","10.1007/s00330-016-4587-9","Frederiek LalooN. HerregodsG. VarkasJ. L. JaremkoX. BaraliakosD. ElewautF. Van den BoschK. VerstraeteL. Jans","2017","http://link.springer.com/article/10.1007/s00330-016-4587-9","Article"
"Percutaneous vertebroplasty under local anaesthesia: feasibility regarding patients’ experience","European Radiology","","27","4","10.1007/s00330-016-4521-1","Eric BonnardPauline FotiAdrian KastlerNicolas Amoretti","2017","http://link.springer.com/article/10.1007/s00330-016-4521-1","Article"
"Radiation doses to operators performing transjugular intrahepatic portosystemic shunt using a flat-panel detector-based system and ultrasound guidance for portal vein targeting","European Radiology","","27","5","10.1007/s00330-016-4558-1","Roberto MiragliaRoberta GerasiaLuigi MaruzzelliMario D’AmicoAngelo Luca","2017","http://link.springer.com/article/10.1007/s00330-016-4558-1","Article"
"Digital subtraction CT angiography for the detection of posterior inferior cerebellar artery aneurysms: comparison with digital subtraction angiography","European Radiology","","27","9","10.1007/s00330-017-4771-6","Guo Zhong ChenSong LuoChang Sheng ZhouLong Jiang ZhangGuang Ming Lu","2017","http://link.springer.com/article/10.1007/s00330-017-4771-6","Article"
"Value of a noise-optimized virtual monoenergetic reconstruction technique in dual-energy CT for planning of transcatheter aortic valve replacement","European Radiology","","27","2","10.1007/s00330-016-4422-3","Simon S. MartinMoritz H. AlbrechtJulian L. WichmannKristina HüsersJan-Erik ScholtzChristian BoozBoris BodelleRalf W. BauerSarah C. MetzgerThomas J. VoglThomas Lehnert","2017","http://link.springer.com/article/10.1007/s00330-016-4422-3","Article"
"Technical feasibility proof for high-resolution low-dose photon-counting CT of the breast","European Radiology","","27","3","10.1007/s00330-016-4459-3","Willi A. KalenderDaniel KolditzChristian SteidingVeikko RuthFerdinand LückAnn-Christin RößlerEvelyn Wenkel","2017","http://link.springer.com/article/10.1007/s00330-016-4459-3","Article"
"Whole-body MRI in patients with Non-bacterial Osteitis: Radiological findings and correlation with clinical data","European Radiology","","27","6","10.1007/s00330-016-4586-x","A. P. ArnoldiC. L. SchlettH. DouisL. L. GeyerA. M. VoitF. BleisteinerA. F. JanssonS. Weckbach","2017","http://link.springer.com/article/10.1007/s00330-016-4586-x","Article"
"Lower cerebral blood flow is associated with faster cognitive decline in Alzheimer’s disease","European Radiology","","27","3","10.1007/s00330-016-4450-z","Marije R. BenedictusAnnebet E. LeeuwisMaja A.A. BinnewijzendJoost P.A. KuijerPhilip ScheltensFrederik BarkhofWiesje M. van der FlierNiels D. Prins","2017","http://link.springer.com/article/10.1007/s00330-016-4450-z","Article"
"Globus pallidus MR signal abnormalities in children with chronic liver disease and/or porto-systemic shunting","European Radiology","","27","10","10.1007/s00330-017-4808-x","Sylviane HanquinetClaire MoriceDelphine S. CourvoisierVladimir CousinMehrak AnooshiravaniLaura MerliniValérie A. McLin","2017","http://link.springer.com/article/10.1007/s00330-017-4808-x","Article"
"CT-based texture analysis potentially provides prognostic information complementary to interim fdg-pet for patients with hodgkin’s and aggressive non-hodgkin’s lymphomas","European Radiology","","27","3","10.1007/s00330-016-4470-8","B. GaneshanK. A. MilesS. BabikirR. ShortmanA. AfaqK. M. ArdeshnaA. M. GrovesI. Kayani","2017","http://link.springer.com/article/10.1007/s00330-016-4470-8","Article"
"Diagnostic performance of susceptibility-weighted magnetic resonance imaging for the assessment of sub-coracoacromial spurs causing subacromial impingement syndrome","European Radiology","","27","3","10.1007/s00330-016-4441-0","Dominik NörenbergMarco ArmbrusterYi-Na BenderThula WalterHans U. EbersbergerGerd DiederichsBernd HammBen OckertMarcus R. Makowski","2017","http://link.springer.com/article/10.1007/s00330-016-4441-0","Article"
"Prediction of presence of kidney disease in patients undergoing intravenous iodinated contrast enhanced computed tomography: a validation study","European Radiology","","27","4","10.1007/s00330-016-4478-0","Sanne M. SchreuderJaap StokerShandra Bipat","2017","http://link.springer.com/article/10.1007/s00330-016-4478-0","Article"
"Can dual-energy CT replace perfusion CT for the functional evaluation of advanced hepatocellular carcinoma?","European Radiology","","","","10.1007/s00330-017-5151-y","Sébastien MuléFrédéric PigneurRonan QueleverArthur TenenhausLaurence BaranesPhilippe RichardVania TacherEdouard HerinHugo PasquierMaxime RonotAlain RahmouniValérie VilgrainAlain Luciani","2017","http://link.springer.com/article/10.1007/s00330-017-5151-y","Article"
"Diagnostic accuracy of prospective application of the Liver Imaging Reporting and Data System (LI-RADS) in gadoxetate-enhanced MRI","European Radiology","","","","10.1007/s00330-017-5188-y","Yeun-Yoon KimChansik AnSungwon KimMyeong-Jin Kim","2017","http://link.springer.com/article/10.1007/s00330-017-5188-y","Article"
"Incidence and management of oesophageal ruptures following fluoroscopic balloon dilatation in children with benign strictures","European Radiology","","27","1","10.1007/s00330-016-4342-2","Wei-Zhong ZhouHo-Young SongJung-Hoon ParkJi Hoon ShinJin Hyoung KimYoung Chul ChoPyeong Hwa KimSeong-Chul Kim","2017","http://link.springer.com/article/10.1007/s00330-016-4342-2","Article"
"The value of qualitative and quantitative assessment of lesion to cerebral cortex signal ratio on double inversion recovery sequence in the differentiation of demyelinating plaques from non-specific T2 hyperintensities","European Radiology","","27","2","10.1007/s00330-016-4379-2","Salih HamcanBilal BattalVeysel AkgunOguzhan OzYalcin BozkurtSerdar TasdemirSebahattin SariMustafa Tasar","2017","http://link.springer.com/article/10.1007/s00330-016-4379-2","Article"
"Low-tube-voltage selection for triple-rule-out CTA: relation to patient size","European Radiology","","27","6","10.1007/s00330-016-4607-9","Richard A. P. TakxRadko KrissakChristian FinkValentin BachmannThomas HenzlerMathias MeyerJohn W. NanceStefan O. SchoenbergPaul Apfaltrer","2017","http://link.springer.com/article/10.1007/s00330-016-4607-9","Article"
"Prominent cerebral veins on susceptibility-weighted imaging (SWI) in pulmonary embolism","European Radiology","","27","7","10.1007/s00330-016-4606-x","Bilge Öztoprak","2017","http://link.springer.com/article/10.1007/s00330-016-4606-x","Article"
"Feasibility of spectral shaping for detection and quantification of coronary calcifications in ultra-low dose CT","European Radiology","","27","5","10.1007/s00330-016-4507-z","Marleen VonderGert Jan PelgrimSèvrin E. M. HuijsseMathias MeyerMarcel J. W. GreuterThomas HenzlerThomas G. FlohrMatthijs OudkerkRozemarijn Vliegenthart","2017","http://link.springer.com/article/10.1007/s00330-016-4507-z","Article"
"Structural brain alterations of Down’s syndrome in early childhood evaluation by DTI and volumetric analyses","European Radiology","","27","7","10.1007/s00330-016-4626-6","Hediye Pınar GunbeyMeltem Ceyhan BilgiciKerim AslanArzu Ceylan HasMethiye Gonul OgurAslıhan AlhanLutfi Incesu","2017","http://link.springer.com/article/10.1007/s00330-016-4626-6","Article"
"Signal intensity change on unenhanced T1-weighted images in dentate nucleus and globus pallidus after multiple administrations of gadoxetate disodium: an intraindividual comparative study","European Radiology","","27","10","10.1007/s00330-017-4810-3","Giorgio ConteLorenzo PredaEmilia CocorocchioSara RaimondiCaterina GiannittoMarta MinottiFrancesca De PianoGiuseppe PetraliaPier Francesco FerrucciMassimo Bellomi","2017","http://link.springer.com/article/10.1007/s00330-017-4810-3","Article"
"Prognostic value of incidental hypervascular micronodules detected on cone-beam computed tomography angiography of patients with liver metastasis","European Radiology","","27","11","10.1007/s00330-017-4847-3","Bruno C. OdisioVeronica L. CoxSilvana C. FariaSuguru YamashitaXiao ShiJoe EnsorAaron K. JonesArmeen MahvashSanjay GuptaAlda L. TamJean-Nicolas VautheyRavi Murthy","2017","http://link.springer.com/article/10.1007/s00330-017-4847-3","Article"
"Apparent diffusion coefficient measurements in diffusion-weighted magnetic resonance imaging of the anterior mediastinum: inter-observer reproducibility of five different methods of region-of-interest positioning","European Radiology","","27","4","10.1007/s00330-016-4527-8","Adriano Massimiliano PriolaSandro Massimo PriolaDaniela ParlatanoDario GnedMaria Teresa GiraudoRoberto GiardinoBruno FerreroFrancesco ArdissoneAndrea Veltri","2017","http://link.springer.com/article/10.1007/s00330-016-4527-8","Article"
"Evaluation of renal cell carcinoma histological subtype and fuhrman grade using 18F-fluorodeoxyglucose-positron emission tomography/computed tomography","European Radiology","","27","11","10.1007/s00330-017-4875-z","Reiko NakajimaSayumi NozakiTsunenori KondoYoji NagashimaKoichiro AbeShuji Sakai","2017","http://link.springer.com/article/10.1007/s00330-017-4875-z","Article"
"European Radiology: Thank you, goodbye and good luck!","European Radiology","","27","12","10.1007/s00330-017-5129-9","Maximilian F. Reiser","2017","http://link.springer.com/article/10.1007/s00330-017-5129-9","Article"
"Development of pancreatic cancer is predictable well in advance using contrast-enhanced CT: a case–cohort study","European Radiology","","27","12","10.1007/s00330-017-4895-8","Wataru GonoiTakana Yamakawa HayashiHidemi OkumaMasaaki AkahaneYousuke NakaiSuguru MizunoRyosuke TateishiHiroyuki IsayamaKazuhiko KoikeKuni Ohtomo","2017","http://link.springer.com/article/10.1007/s00330-017-4895-8","Article"
"The effect of four-phasic versus three-phasic contrast media injection protocols on extravasation rate in coronary CT angiography: a randomized controlled trial","European Radiology","","27","11","10.1007/s00330-017-4866-0","Júlia KarádyAlexisz PanajotuMárton KolossváryBálint SzilveszterÁdám L. JermendyAndrea BartykowszkiMihály KárolyiCsilla CelengBéla MerkelyPál Maurovich-Horvat","2017","http://link.springer.com/article/10.1007/s00330-017-4866-0","Article"
"Use of computed tomography assessed kidney length to predict split renal GFR in living kidney donors","European Radiology","","27","2","10.1007/s00330-016-4410-7","François GaillardPatrik PavlovAnne-Marie TissierBenoit HaracheDominique EladariMarc-Olivier TimsitCatherine FournierCarine LéonChantal HignetteGérard FriedlanderJean-Michel CorreasPierre WeinmannArnaud MéjeanPascal HouillierChristophe LegendreMarie Courbebaisse","2017","http://link.springer.com/article/10.1007/s00330-016-4410-7","Article"
"Diagnostic yield of a biopsy performed immediately after lung radiofrequency ablation","European Radiology","","27","3","10.1007/s00330-016-4447-7","Lambros TselikasThierry de BaereFrederic DeschampsAntoine HakiméBenjamin BesseChristophe TeriitehauVincent de MontprevilleJulien Adam","2017","http://link.springer.com/article/10.1007/s00330-016-4447-7","Article"
"Doubling time of thymic epithelial tumours on CT: correlation with histological subtype","European Radiology","","27","10","10.1007/s00330-017-4795-y","Jooae ChoeSang Min LeeSoyeoun LimSe Hoon ChoiNamkug KimKyung-Hyun DoJoon Beom Seo","2017","http://link.springer.com/article/10.1007/s00330-017-4795-y","Article"
"Long-term outcome of percutaneous alcohol embolization combined with percutaneous vertebroplasty in aggressive vertebral hemangiomas with epidural extension","European Radiology","","27","7","10.1007/s00330-016-4664-0","Kévin PrematFrédéric ClarençonÉvelyne CormierJugurtha MahtoutRaphaël BonaccorsiVincent DegosJacques Chiras","2017","http://link.springer.com/article/10.1007/s00330-016-4664-0","Article"
"Comparison of percutaneous long bone cementoplasty with or without embedding a cement-filled catheter for painful long bone metastases with impending fracture","European Radiology","","27","1","10.1007/s00330-016-4347-x","Xun-wei LiuPeng JinKai LiuHao ChenLi LiMin LIHai TangGang Sun","2017","http://link.springer.com/article/10.1007/s00330-016-4347-x","Article"
"Anatomical Road Mapping Using CT and MR Enterography for Ultrasound Molecular Imaging of Small Bowel Inflammation in Swine","European Radiology","","","","10.1007/s00330-017-5148-6","Huaijun WangStephen A. FeltIsmayil GuracarValentina TavianiJianhua ZhouRosa Maria Silveira SigristHuiping ZhangJoy LiauJosé G. Vilches-MoureLu TianYamil SaenzThierry BettingerBrian A. HargreavesAmelie M. LutzJürgen K. Willmann","2017","http://link.springer.com/article/10.1007/s00330-017-5148-6","Article"
"Quantitative analysis of scapholunate diastasis using stress speckle-tracking sonography: a proof-of-concept and feasibility study","European Radiology","","27","12","10.1007/s00330-017-4915-8","Pedro Augusto Gondim TeixeiraSammy BadrGabriela HossuGuillaume LefebvreWaled Abou ArabAlain BlumAnne Cotten","2017","http://link.springer.com/article/10.1007/s00330-017-4915-8","Article"
"Evaluation of vertebral body fractures using susceptibility-weighted magnetic resonance imaging","European Radiology","","","","10.1007/s00330-017-5195-z","Sarah M. BökerLisa C. AdamsYvonne Y. BenderMoritz WagnerTorsten DiekhoffEva FallenbergBernd HammMarcus R. Makowski","2017","http://link.springer.com/article/10.1007/s00330-017-5195-z","Article"
"Development and validation of a prediction model for measurement variability of lung nodule volumetry in patients with pulmonary metastases","European Radiology","","27","8","10.1007/s00330-016-4713-8","Eui Jin HwangJin Mo GooJihye KimSang Joon ParkSoyeon AhnChang Min ParkYeong-Gil Shin","2017","http://link.springer.com/article/10.1007/s00330-016-4713-8","Article"
"Mass-forming intrahepatic cholangiocarcinoma: Enhancement patterns in the arterial phase of dynamic hepatic CT - Correlation with clinicopathological findings","European Radiology","","27","2","10.1007/s00330-016-4386-3","Nobuhiro FujitaYoshiki AsayamaAkihiro NishieKousei IshigamiYasuhiro UshijimaYukihisa TakayamaDaisuke OkamotoKoichiro MoirtaKen ShirabeShinichi AishimaHuanlin WangYoshinao OdaHiroshi Honda","2017","http://link.springer.com/article/10.1007/s00330-016-4386-3","Article"
"Ultrasound positive predictive values by BI-RADS categories 3–5 for solid masses: An independent reader study","European Radiology","","27","10","10.1007/s00330-017-4835-7","A. Thomas StavrosAndrea G. FreitasGiselle G. N. deMelloLora BarkeDennis McDonaldTerese KaskeDucly WolvertonArnold HonickDaniela StanzaniAdriana H. PadovanAna Paula C. MouraMarilia C. V. de Campos","2017","http://link.springer.com/article/10.1007/s00330-017-4835-7","Article"
"Repeatability and response to therapy of dynamic contrast-enhanced magnetic resonance imaging biomarkers in rheumatoid arthritis in a large multicentre trial setting","European Radiology","","27","9","10.1007/s00330-017-4736-9","John C. WatertonMeilien HoLars H. NordenmarkMartin JenkinsJulie DiCarloGwenael GuillardCaleb RobertsGiovanni BuonaccorsiGeoffrey J. M. ParkerMichael A. BowesCharles PeterfyHerbert KellnerPeter C. Taylor","2017","http://link.springer.com/article/10.1007/s00330-017-4736-9","Article"
"Detection of single-phase CTA occult vessel occlusions in acute ischemic stroke using CT perfusion-based wavelet-transformed angiography","European Radiology","","27","6","10.1007/s00330-016-4613-y","Wolfgang G. KunzWieland H. SommerLukas HavlaFranziska DornFelix G. MeinelOlaf DietrichGrete BuchholzBirgit Ertl-WagnerKolja M. Thierfelder","2017","http://link.springer.com/article/10.1007/s00330-016-4613-y","Article"
"Whole brain analysis of postmortem density changes of grey and white matter on computed tomography by statistical parametric mapping","European Radiology","","27","6","10.1007/s00330-016-4633-7","Yuichi NishiyamaHidekazu KanayamaHiroshi MoriKeiji TadaYasushi YamamotoTakashi KatsubeHaruo TakeshitaKazunori KawakamiHajime Kitagaki","2017","http://link.springer.com/article/10.1007/s00330-016-4633-7","Article"
"Stiffness of benign and malignant prostate tissue measured by shear-wave elastography: a preliminary study","European Radiology","","27","5","10.1007/s00330-016-4534-9","Olivier RouvièreChristelle MelodelimaAu Hoang DinhFlavie BratanGaele PagnouxThomas SanzaloneSébastien CrouzetMarc ColombelFlorence Mège-LechevallierRémi Souchon","2017","http://link.springer.com/article/10.1007/s00330-016-4534-9","Article"
"Dynamic contrast enhanced MR imaging for evaluation of angiogenesis of hepatocellular nodules in liver cirrhosis in N-nitrosodiethylamine induced rat model","European Radiology","","27","5","10.1007/s00330-016-4505-1","Wei ZhangHui Juan ChenZhen J. WangWei HuangLong Jiang Zhang","2017","http://link.springer.com/article/10.1007/s00330-016-4505-1","Article"
"Evaluation of chronic inflammatory demyelinating polyneuropathy: 3D nerve-sheath signal increased with inked rest-tissue rapid acquisition of relaxation enhancement imaging (3D SHINKEI)","European Radiology","","27","2","10.1007/s00330-016-4406-3","Akio HiwatashiOsamu TogaoKoji YamashitaKazufumi KikuchiHidenori OgataRyo YamasakiMasami YoneyamaJun-ichi KiraHiroshi Honda","2017","http://link.springer.com/article/10.1007/s00330-016-4406-3","Article"
"Diagnostic performance of MR imaging findings and quantitative values in the differentiation of seromucinous borderline tumour from endometriosis-related malignant ovarian tumour","European Radiology","","27","4","10.1007/s00330-016-4533-x","Yasuhisa KurataAki KidoYusaku MoribataKyoko KameyamaYuki HimotoSachiko MinamiguchiIkuo KonishiKaori Togashi","2017","http://link.springer.com/article/10.1007/s00330-016-4533-x","Article"
"Spinal multiparametric MRI and DEXA changes over time in men with prostate cancer treated with androgen deprivation therapy: a potential imaging biomarker of treatment toxicity","European Radiology","","27","3","10.1007/s00330-016-4434-z","Jarad MartinJameen ArmJoanne SmartKerrin PalazziAnne CappPaul AinsworthGary Cowin","2017","http://link.springer.com/article/10.1007/s00330-016-4434-z","Article"
"Radiology research in mainland China in the past 10 years: a survey of original articles published in Radiology and European Radiology","European Radiology","","27","10","10.1007/s00330-016-4689-4","Long Jiang ZhangYun Fei WangZhen Lu YangU. Joseph SchoepfJiaqian XuGuang Ming LuEnzhong Li","2017","http://link.springer.com/article/10.1007/s00330-016-4689-4","Article"
"Differentiating metastatic from nonmetastatic lymph nodes in cervical cancer patients using monoexponential, biexponential, and stretched exponential diffusion-weighted MR imaging","European Radiology","","27","12","10.1007/s00330-017-4873-1","Qingxia WuDandan ZhengLigang ShiMingbo LiuMeiyun WangDapeng Shi","2017","http://link.springer.com/article/10.1007/s00330-017-4873-1","Article"
"Usage of structured reporting in radiological practice: results from an Italian online survey","European Radiology","","27","5","10.1007/s00330-016-4553-6","Lorenzo FaggioniFrancesca CoppolaRiccardo FerrariEmanuele NeriDaniele Regge","2017","http://link.springer.com/article/10.1007/s00330-016-4553-6","Article"
"High-resolution ultrasound visualization of the recurrent motor branch of the median nerve: normal and first pathological findings","European Radiology","","27","7","10.1007/s00330-016-4671-1","Georg RieglerChristopher PivecHannes PlatzgummerDoris Lieba-SamalPeter BruggerSuren JengojanMartin VierhapperGerd Bodner","2017","http://link.springer.com/article/10.1007/s00330-016-4671-1","Article"
"Percutaneous endovascular management of chronic superior vena cava syndrome of benign causes : long-term follow-up","European Radiology","","27","1","10.1007/s00330-016-4354-y","Stéphane BreaultFrancesco DoenzAnne-Marie JouannicSalah Dine Qanadli","2017","http://link.springer.com/article/10.1007/s00330-016-4354-y","Article"
"Preoperative sentinel lymph node localization in vulvar cancer: preliminary experience with inguinal intradermal contrast-enhanced ultrasound","European Radiology","","","","10.1007/s00330-017-5155-7","O. LahtinenM. ElorantaM. AnttilaH. KärkkäinenR. SironenR. VanninenS. Rautiainen","2017","http://link.springer.com/article/10.1007/s00330-017-5155-7","Article"
"Coronal 2D MR cholangiography overestimates the length of the right hepatic duct in liver transplantation donors","European Radiology","","27","5","10.1007/s00330-016-4572-3","Bohyun KimKyoung Won KimSo Yeon KimSo Hyun ParkJeongjin LeeGi Won SongDong-Hwan JungTae-Yong HaSung Gyu Lee","2017","http://link.springer.com/article/10.1007/s00330-016-4572-3","Article"
"Quantitative imaging of excised osteoarthritic cartilage using spectral CT","European Radiology","","27","1","10.1007/s00330-016-4374-7","Kishore RajendranCaroline LöbkerBenjamin S. SchonChristopher J. BatemanRaja Aamir YounisNiels J. A. de RuiterAlex I. ChernoglazovMohsen RamyarGary J. HooperAnthony P. H. ButlerTim B. F. WoodfieldNigel G. Anderson","2017","http://link.springer.com/article/10.1007/s00330-016-4374-7","Article"
"Advanced CT for diagnosis of seizure-related stroke mimics","European Radiology","","","","10.1007/s00330-017-5174-4","Friederike AusteinMonika HuhndorfJohannes MeyneHelmut LaufsOlav JansenThomas Lindner","2017","http://link.springer.com/article/10.1007/s00330-017-5174-4","Article"
"FLAIR* to visualize veins in white matter lesions: A new tool for the diagnosis of multiple sclerosis?","European Radiology","","27","10","10.1007/s00330-017-4822-z","T. CampionR. J. P. SmithD. R. AltmannG. C. BritoB. P. TurnerJ. EvansonI. C. GeorgeP. SatiD. S. ReichM. E. MiquelK. Schmierer","2017","http://link.springer.com/article/10.1007/s00330-017-4822-z","Article"
"Diffusion-weighted MR neurography of median and ulnar nerves in the wrist and palm","European Radiology","","27","6","10.1007/s00330-016-4591-0","Hongjing BaoShanshan WangGuangbin WangLi YangMansoor-ul HasanBin YaoChao WuXu ZhangWeibo ChenQueenie ChanLebin WuAvneesh Chhabra","2017","http://link.springer.com/article/10.1007/s00330-016-4591-0","Article"
