licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://creativecommons.org/licenses/by/3.0/,2,2014,2210-6707,77,Elsevier BV,Sustainable Cities and Society
NA,NA,2014,2210-7703,145,Springer Nature,International Journal of Clinical Pharmacy
http://www.elsevier.com/tdm/userlicense/1.0/,158,2014,2210-7762,168,Elsevier BV,Cancer Genetics
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2210-7762,168,Elsevier BV,Cancer Genetics
NA,NA,2014,2211-1662,31,Springer Nature,"Technology, Knowledge and Learning"
NA,NA,2014,2211-3037,115,Springer Nature,Tijdschrift voor Urologie
NA,NA,2014,2211-3428,41,Springer Nature,Cellular Oncology
http://www.elsevier.com/tdm/userlicense/1.0/,28,2014,2211-6923,35,Elsevier BV,Operations Research for Health Care
http://creativecommons.org/licenses/by/3.0/,2,2014,2211-6923,35,Elsevier BV,Operations Research for Health Care
http://www.elsevier.com/tdm/userlicense/1.0/,1273,2014,2211-8160,1273,Elsevier BV,Global Heart
http://creativecommons.org/licenses/by-nc-nd/3.0/,23,2014,2211-8160,1273,Elsevier BV,Global Heart
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2014,2211-8160,1273,Elsevier BV,Global Heart
http://www.elsevier.com/tdm/userlicense/1.0/,84,2014,2211-9264,95,Elsevier BV,Algal Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2014,2211-9264,95,Elsevier BV,Algal Research
http://creativecommons.org/licenses/by/3.0/,1,2014,2211-9264,95,Elsevier BV,Algal Research
http://www.elsevier.com/tdm/userlicense/1.0/,92,2014,2212-0416,92,Elsevier BV,Ecosystem Services
http://creativecommons.org/licenses/by/3.0/,4,2014,2212-0416,92,Elsevier BV,Ecosystem Services
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2014,2212-0416,92,Elsevier BV,Ecosystem Services
http://creativecommons.org/licenses/by-nc-sa/3.0/,2,2014,2212-0416,92,Elsevier BV,Ecosystem Services
http://www.elsevier.com/tdm/userlicense/1.0/,78,2014,2212-0955,95,Elsevier BV,Urban Climate
http://creativecommons.org/licenses/by/4.0/,3,2014,2212-0955,95,Elsevier BV,Urban Climate
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2014,2212-0955,95,Elsevier BV,Urban Climate
http://creativecommons.org/licenses/by/3.0/,1,2014,2212-0955,95,Elsevier BV,Urban Climate
http://www.elsevier.com/tdm/userlicense/1.0/,89,2014,2212-4209,89,Elsevier BV,International Journal of Disaster Risk Reduction
http://creativecommons.org/licenses/by-nc-nd/3.0/,6,2014,2212-4209,89,Elsevier BV,International Journal of Disaster Risk Reduction
http://creativecommons.org/licenses/by-nc-sa/3.0/,2,2014,2212-4209,89,Elsevier BV,International Journal of Disaster Risk Reduction
http://creativecommons.org/licenses/by/3.0/,1,2014,2212-4209,89,Elsevier BV,International Journal of Disaster Risk Reduction
http://www.elsevier.com/tdm/userlicense/1.0/,36,2014,2212-4926,40,Elsevier BV,Advances in Biological Regulation
http://creativecommons.org/licenses/by/3.0/,1,2014,2212-4926,40,Elsevier BV,Advances in Biological Regulation
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2212-4926,40,Elsevier BV,Advances in Biological Regulation
http://www.elsevier.com/tdm/userlicense/1.0/,32,2014,2212-828X,32,Elsevier BV,The Journal of the Economics of Ageing
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2212-828X,32,Elsevier BV,The Journal of the Economics of Ageing
http://www.elsevier.com/tdm/userlicense/1.0/,47,2014,2213-1388,72,Elsevier BV,Sustainable Energy Technologies and Assessments
http://www.elsevier.com/tdm/userlicense/1.0/,125,2014,2213-1779,125,Elsevier BV,JACC: Heart Failure
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2014,2213-1779,125,Elsevier BV,JACC: Heart Failure
http://www.elsevier.com/tdm/userlicense/1.0/,272,2014,2213-2600,289,Elsevier BV,The Lancet Respiratory Medicine
http://creativecommons.org/licenses/by/4.0/,13,2014,2213-2600,289,Elsevier BV,The Lancet Respiratory Medicine
http://creativecommons.org/licenses/by/3.0/,8,2014,2213-2600,289,Elsevier BV,The Lancet Respiratory Medicine
http://creativecommons.org/licenses/by-nc-sa/4.0/,1,2014,2213-2600,289,Elsevier BV,The Lancet Respiratory Medicine
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2213-2600,289,Elsevier BV,The Lancet Respiratory Medicine
NA,NA,2014,2213-445X,22,Brill Academic Publishers,Timing & Time Perception
NA,NA,2014,2213-4794,28,Brill Academic Publishers,Multisensory Research
NA,NA,2014,2213-5405,6,Paris Legal Publishers,Journal of Medical Law and Ethics
NA,NA,2014,2213-7793,12,Springer Nature,Springer Science Reviews
http://www.elsevier.com/tdm/userlicense/1.0/,259,2014,2213-8587,273,Elsevier BV,The Lancet Diabetes & Endocrinology
http://creativecommons.org/licenses/by/4.0/,9,2014,2213-8587,273,Elsevier BV,The Lancet Diabetes & Endocrinology
http://creativecommons.org/licenses/by/3.0/,5,2014,2213-8587,273,Elsevier BV,The Lancet Diabetes & Endocrinology
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2014,2213-8587,273,Elsevier BV,The Lancet Diabetes & Endocrinology
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2213-8587,273,Elsevier BV,The Lancet Diabetes & Endocrinology
http://www.elsevier.com/tdm/userlicense/1.0/,54,2014,2214-1405,54,Elsevier BV,Journal of Transport & Health
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2014,2214-1405,54,Elsevier BV,Journal of Transport & Health
http://creativecommons.org/licenses/by/3.0/,2,2014,2214-1405,54,Elsevier BV,Journal of Transport & Health
http://creativecommons.org/licenses/by/4.0/,1,2014,2214-1405,54,Elsevier BV,Journal of Transport & Health
http://www.elsevier.com/tdm/userlicense/1.0/,17,2014,2214-1669,17,Elsevier BV,International Journal of Marine Energy
http://www.elsevier.com/tdm/userlicense/1.0/,22,2014,2214-6350,27,Elsevier BV,Journal of Behavioral and Experimental Finance
http://www.elsevier.com/tdm/userlicense/1.0/,27,2014,2214-7853,27,Elsevier BV,Materials Today: Proceedings
http://creativecommons.org/licenses/by-nc-nd/3.0/,27,2014,2214-7853,27,Elsevier BV,Materials Today: Proceedings
http://www.elsevier.com/tdm/userlicense/1.0/,14,2014,2214-8604,14,Elsevier BV,Additive Manufacturing
http://creativecommons.org/licenses/by/3.0/,1,2014,2214-8604,14,Elsevier BV,Additive Manufacturing
http://www.elsevier.com/tdm/userlicense/1.0/,187,2014,2215-0366,192,Elsevier BV,The Lancet Psychiatry
http://creativecommons.org/licenses/by/4.0/,10,2014,2215-0366,192,Elsevier BV,The Lancet Psychiatry
http://creativecommons.org/licenses/by/3.0/,3,2014,2215-0366,192,Elsevier BV,The Lancet Psychiatry
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2014,2215-0366,192,Elsevier BV,The Lancet Psychiatry
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2215-0366,192,Elsevier BV,The Lancet Psychiatry
NA,NA,2014,2220-8372,108,International Union Against Tuberculosis and Lung Disease,Public Health Action
NA,NA,2014,2221-8890,37,Osterreichische Akademie der Wissenschaften,Beiträge zur Rechtsgeschichte Österreichs
NA,NA,2014,2228-6187,NA,NA,NA
http://www.springer.com/tdm,17,2014,2263-8733,36,Springer Nature,Journal of Computer Virology and Hacking Techniques
NA,NA,2014,2281-5872,51,Springer Nature,Clinical and Translational Imaging
NA,NA,2014,2281-6917,40,Springer Nature,Lettera Matematica
NA,NA,2014,2291-3467,12,Canadian Science Publishing,Journal of Unmanned Vehicle Systems
NA,NA,2014,2296-9209,NA,NA,NA
NA,NA,2014,2305-221X,56,Springer Nature,Vietnam Journal of Mathematics
http://www.elsevier.com/tdm/userlicense/1.0/,8,2014,2307-5023,8,Elsevier BV,New Horizons in Translational Medicine
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2014,2307-5023,8,Elsevier BV,New Horizons in Translational Medicine
NA,NA,2014,2325-4823,35,Informa UK Limited,European Journal of Cultural and Political Sociology
http://doi.wiley.com/10.1002/tdm_license_1.1,687,2014,2326-5191,687,Wiley-Blackwell,Arthritis & Rheumatology
NA,NA,2014,2326-6066,136,American Association for Cancer Research (AACR),Cancer Immunology Research
NA,NA,2014,2326-9995,107,Informa UK Limited,Global Discourse
NA,NA,2014,2327-3798,60,Informa UK Limited,"Language, Cognition and Neuroscience"
NA,NA,2014,2329-3691,19,Informa UK Limited,Women's Reproductive Health
NA,NA,2014,2329-4124,11,SPIE-Intl Soc Optical Eng,"Journal of Astronomical Telescopes, Instruments, and Systems"
http://creativecommons.org/licenses/by/3.0/,2,2014,2329-8464,48,American Psychological Association (APA),Journal of Experimental Psychology: Animal Learning and Cognition
NA,NA,2014,2329-9290,312,Institute of Electrical and Electronics Engineers (IEEE),"IEEE/ACM Transactions on Audio, Speech, and Language Processing"
http://doi.wiley.com/10.1002/tdm_license_1.1,122,2014,2330-1619,122,Wiley-Blackwell,Movement Disorders Clinical Practice
http://doi.wiley.com/10.1002/tdm_license_1.1,258,2014,2330-1635,274,Wiley-Blackwell,Journal of the Association for Information Science and Technology
http://doi.wiley.com/10.1002/tdm_license_1,16,2014,2330-1635,274,Wiley-Blackwell,Journal of the Association for Information Science and Technology
http://onlinelibrary.wiley.com/termsAndConditions,15,2014,2330-1635,274,Wiley-Blackwell,Journal of the Association for Information Science and Technology
http://creativecommons.org/licenses/by/3.0/,1,2014,2330-1635,274,Wiley-Blackwell,Journal of the Association for Information Science and Technology
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,20,2014,2330-4022,185,American Chemical Society (ACS),ACS Photonics
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1,2014,2330-4022,185,American Chemical Society (ACS),ACS Photonics
NA,NA,2014,2331-0928,51,"Smart Science and Technology, LLC",Cancer Cell & Microenvironment
NA,NA,2014,2332-7707,7,Institute of Electrical and Electronics Engineers (IEEE),IEEE Power and Energy Technology Systems Journal
NA,NA,2014,2348-1153,33,Springer Nature,Journal of Fetal Medicine
NA,NA,2014,2352-0124,NA,NA,NA
NA,NA,2014,2352-1546,NA,NA,NA
http://www.elsevier.com/tdm/userlicense/1.0/,16,2014,2352-2208,34,Elsevier BV,Journal of Logical and Algebraic Methods in Programming
http://www.elsevier.com/tdm/userlicense/1.0/,30,2014,2352-3018,30,Elsevier BV,The Lancet HIV
http://creativecommons.org/licenses/by/4.0/,4,2014,2352-3018,30,Elsevier BV,The Lancet HIV
http://www.elsevier.com/tdm/userlicense/1.0/,27,2014,2352-3026,27,Elsevier BV,The Lancet Haematology
NA,NA,2014,2352-409X,NA,NA,NA
NA,NA,2014,2352-4677,NA,NA,NA
NA,NA,2014,2352-5509,NA,NA,NA
NA,NA,2014,2363-5037,NA,NA,NA
NA,NA,2014,2363-5142,NA,NA,NA
NA,NA,2014,2363-6203,NA,NA,NA
NA,NA,2014,2363-7005,10,Springer Nature,Business & Information Systems Engineering
NA,NA,2014,2363-7692,NA,NA,NA
NA,NA,2014,2363-8346,NA,NA,NA
NA,NA,2014,2363-8419,NA,NA,NA
NA,NA,2014,2363-9997,NA,NA,NA
NA,NA,2014,2364-415X,NA,NA,NA
NA,NA,2014,2364-494X,NA,NA,NA
NA,NA,2014,2364-4966,NA,NA,NA
NA,NA,2014,2364-6853,NA,NA,NA
NA,NA,2014,2364-9453,NA,NA,NA
NA,NA,2014,2365-0869,NA,NA,NA
NA,NA,2014,2365-4244,NA,NA,NA
NA,NA,2014,2365-5127,NA,NA,NA
NA,NA,2014,2365-6379,NA,NA,NA
NA,NA,2014,2366-004X,NA,NA,NA
NA,NA,2014,2366-0112,NA,NA,NA
NA,NA,2014,2366-0139,NA,NA,NA
NA,NA,2014,2366-6129,NA,NA,NA
NA,NA,2014,2366-6145,NA,NA,NA
NA,NA,2014,2372-3556,114,Informa UK Limited,Molecular & Cellular Oncology
NA,NA,2014,2373-8227,NA,NA,NA
NA,NA,2014,2373-9878,NA,NA,NA
NA,NA,2014,2374-2437,NA,NA,NA
NA,NA,2014,2374-4006,NA,NA,NA
NA,NA,2014,2374-4731,1,Informa UK Limited,Science and Technology for the Built Environment
NA,NA,2014,2374-6149,NA,NA,NA
NA,NA,2014,2380-2359,NA,NA,NA
NA,NA,2014,2405-4712,NA,NA,NA
NA,NA,2014,2405-6472,NA,NA,NA
NA,NA,2014,2405-8033,NA,NA,NA
NA,NA,2014,2451-9022,NA,NA,NA
NA,NA,2014,2451-9456,NA,NA,NA
NA,NA,2014,2451-9766,NA,NA,NA
NA,NA,2014,2468-1253,NA,NA,NA
NA,NA,2014,2469-4452,NA,NA,NA
NA,NA,2014,2469-9756,NA,NA,NA
NA,NA,2014,2472-1727,NA,NA,NA
NA,NA,2014,2509-2715,NA,NA,NA
NA,NA,2014,2509-3290,NA,NA,NA
NA,NA,2014,2509-7962,NA,NA,NA
NA,NA,2014,2509-9507,NA,NA,NA
NA,NA,2014,2509-9957,NA,NA,NA
NA,NA,2014,2511-1965,NA,NA,NA
NA,NA,2014,2520-1344,NA,NA,NA
NA,NA,2014,8750-7587,378,American Physiological Society,Journal of Applied Physiology
http://doi.wiley.com/10.1002/tdm_license_1.1,25,2014,8755-1209,25,Wiley-Blackwell,Reviews of Geophysics
http://www.elsevier.com/tdm/userlicense/1.0/,330,2014,8756-3282,330,Elsevier BV,Bone
http://creativecommons.org/licenses/by-nc-nd/3.0/,14,2014,8756-3282,330,Elsevier BV,Bone
http://creativecommons.org/licenses/by/3.0/,5,2014,8756-3282,330,Elsevier BV,Bone
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2014,8756-3282,330,Elsevier BV,Bone
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2014,8756-3282,330,Elsevier BV,Bone
NA,NA,2014,8756-3894,102,Springer Nature,TechTrends
NA,NA,2014,8756-5641,39,Informa UK Limited,Developmental Neuropsychology
http://doi.wiley.com/10.1002/tdm_license_1.1,133,2014,8756-758X,133,Wiley-Blackwell,Fatigue & Fracture of Engineering Materials & Structures
http://doi.wiley.com/10.1002/tdm_license_1.1,177,2014,8756-7938,177,Wiley-Blackwell,Biotechnology Progress
http://doi.wiley.com/10.1002/tdm_license_1.1,295,2015,0001-1541,408,Wiley-Blackwell,AIChE Journal
http://doi.wiley.com/10.1002/tdm_license_1,113,2015,0001-1541,408,Wiley-Blackwell,AIChE Journal
http://onlinelibrary.wiley.com/termsAndConditions,110,2015,0001-1541,408,Wiley-Blackwell,AIChE Journal
http://creativecommons.org/licenses/by/4.0/,2,2015,0001-1541,408,Wiley-Blackwell,AIChE Journal
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0001-1541,408,Wiley-Blackwell,AIChE Journal
http://doi.wiley.com/10.1002/tdm_license_1.1,199,2015,0001-2815,199,Wiley-Blackwell,Tissue Antigens
http://www.elsevier.com/tdm/userlicense/1.0/,322,2015,0001-4575,322,Elsevier BV,Accident Analysis & Prevention
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2015,0001-4575,322,Elsevier BV,Accident Analysis & Prevention
http://creativecommons.org/licenses/by/4.0/,4,2015,0001-4575,322,Elsevier BV,Accident Analysis & Prevention
http://creativecommons.org/licenses/by/3.0/,1,2015,0001-4575,322,Elsevier BV,Accident Analysis & Prevention
NA,NA,2015,0001-4788,54,Informa UK Limited,Accounting and Business Research
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,52,2015,0001-4842,319,American Chemical Society (ACS),Accounts of Chemical Research
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,6,2015,0001-4842,319,American Chemical Society (ACS),Accounts of Chemical Research
NA,NA,2015,0001-4966,2537,Acoustical Society of America (ASA),The Journal of the Acoustical Society of America
http://www.springer.com/tdm,20,2015,0001-5903,39,Springer Nature,Acta Informatica
http://creativecommons.org/licenses/by/4.0,1,2015,0001-5903,39,Springer Nature,Acta Informatica
http://www.springer.com/tdm,84,2015,0001-5970,232,Springer Nature,Acta Mechanica
http://creativecommons.org/licenses/by/4.0,1,2015,0001-5970,232,Springer Nature,Acta Mechanica
http://www.springer.com/tdm,61,2015,0001-6268,355,Springer Nature,Acta Neurochirurgica
http://doi.wiley.com/10.1002/tdm_license_1.1,191,2015,0001-6314,191,Wiley-Blackwell,Acta Neurologica Scandinavica
http://www.springer.com/tdm,21,2015,0001-6322,142,Springer Nature,Acta Neuropathologica
http://doi.wiley.com/10.1002/tdm_license_1.1,256,2015,0001-6349,256,Wiley-Blackwell,Acta Obstetricia et Gynecologica Scandinavica
NA,NA,2015,0001-6357,81,Informa UK Limited,Acta Odontologica Scandinavica
NA,NA,2015,0001-6489,231,Informa UK Limited,Acta Oto-Laryngologica
http://doi.wiley.com/10.1002/tdm_license_1.1,162,2015,0001-690X,162,Wiley-Blackwell,Acta Psychiatrica Scandinavica
http://www.elsevier.com/tdm/userlicense/1.0/,153,2015,0001-6918,153,Elsevier BV,Acta Psychologica
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2015,0001-6918,153,Elsevier BV,Acta Psychologica
http://creativecommons.org/licenses/by/4.0/,2,2015,0001-6918,153,Elsevier BV,Acta Psychologica
http://www.elsevier.com/tdm/userlicense/1.0/,319,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://creativecommons.org/licenses/by-nc-nd/4.0/,20,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://www.elsevier.com/open-access/userlicense/1.0/,11,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://creativecommons.org/licenses/by-nc-nd/3.0/,4,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://creativecommons.org/licenses/by/3.0/,3,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://creativecommons.org/licenses/by/4.0/,2,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2015,0001-706X,319,Elsevier BV,Acta Tropica
http://doi.wiley.com/10.1002/tdm_license_1.1,30,2015,0001-7272,38,Wiley-Blackwell,Acta Zoologica
http://onlinelibrary.wiley.com/termsAndConditions,8,2015,0001-7272,38,Wiley-Blackwell,Acta Zoologica
http://doi.wiley.com/10.1002/tdm_license_1,8,2015,0001-7272,38,Wiley-Blackwell,Acta Zoologica
http://www.springer.com/tdm,12,2015,0001-7701,165,Springer Nature,General Relativity and Gravitation
http://www.springer.com/tdm,25,2015,0001-8244,75,Springer Nature,Behavior Genetics
http://creativecommons.org/licenses/by/4.0,4,2015,0001-8244,75,Springer Nature,Behavior Genetics
http://www.elsevier.com/tdm/userlicense/1.0/,140,2015,0001-8686,140,Elsevier BV,Advances in Colloid and Interface Science
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0001-8686,140,Elsevier BV,Advances in Colloid and Interface Science
http://www.elsevier.com/tdm/userlicense/1.0/,367,2015,0001-8708,367,Elsevier BV,Advances in Mathematics
http://creativecommons.org/licenses/by-nc-nd/4.0/,47,2015,0001-8708,367,Elsevier BV,Advances in Mathematics
http://creativecommons.org/licenses/by/4.0/,1,2015,0001-8708,367,Elsevier BV,Advances in Mathematics
http://creativecommons.org/licenses/by/3.0/,1,2015,0001-8708,367,Elsevier BV,Advances in Mathematics
http://www.elsevier.com/tdm/userlicense/1.0/,116,2015,0001-8791,116,Elsevier BV,Journal of Vocational Behavior
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0001-8791,116,Elsevier BV,Journal of Vocational Behavior
http://www.springer.com/tdm,35,2015,0001-9054,69,Springer Nature,Aequationes mathematicae
http://creativecommons.org/licenses/by/4.0,3,2015,0001-9054,69,Springer Nature,Aequationes mathematicae
NA,NA,2015,0001-9720,98,Cambridge University Press (CUP),Africa
NA,NA,2015,0001-9909,69,Oxford University Press (OUP),African Affairs
NA,NA,2015,0002-0729,298,Oxford University Press (OUP),Age and Ageing
http://www.springer.com/tdm,9,2015,0002-5240,51,Springer Nature,Algebra universalis
http://doi.wiley.com/10.1002/tdm_license_1.1,272,2015,0002-7294,272,Wiley-Blackwell,American Anthropologist
http://doi.wiley.com/10.1002/tdm_license_1.1,468,2015,0002-7820,593,Wiley-Blackwell,Journal of the American Ceramic Society
http://onlinelibrary.wiley.com/termsAndConditions,125,2015,0002-7820,593,Wiley-Blackwell,Journal of the American Ceramic Society
http://doi.wiley.com/10.1002/tdm_license_1,125,2015,0002-7820,593,Wiley-Blackwell,Journal of the American Ceramic Society
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,285,2015,0002-7863,2482,American Chemical Society (ACS),Journal of the American Chemical Society
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,94,2015,0002-7863,2482,American Chemical Society (ACS),Journal of the American Chemical Society
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,6,2015,0002-7863,2482,American Chemical Society (ACS),Journal of the American Chemical Society
http://doi.wiley.com/10.1002/tdm_license_1.1,620,2015,0002-8614,620,Wiley-Blackwell,Journal of the American Geriatrics Society
http://www.elsevier.com/tdm/userlicense/1.0/,323,2015,0002-8703,323,Elsevier BV,American Heart Journal
http://creativecommons.org/licenses/by-nc-nd/4.0/,14,2015,0002-8703,323,Elsevier BV,American Heart Journal
http://creativecommons.org/licenses/by/4.0/,1,2015,0002-8703,323,Elsevier BV,American Heart Journal
http://creativecommons.org/licenses/by/3.0/,1,2015,0002-8703,323,Elsevier BV,American Heart Journal
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0002-8703,323,Elsevier BV,American Heart Journal
NA,NA,2015,0002-9122,207,Botanical Society of America,American Journal of Botany
http://www.elsevier.com/tdm/userlicense/1.0/,1151,2015,0002-9149,1151,Elsevier BV,The American Journal of Cardiology
http://creativecommons.org/licenses/by-nc-nd/4.0/,9,2015,0002-9149,1151,Elsevier BV,The American Journal of Cardiology
NA,NA,2015,0002-9165,398,American Society for Nutrition,American Journal of Clinical Nutrition
NA,NA,2015,0002-9173,682,Oxford University Press (OUP),American Journal of Clinical Pathology
NA,NA,2015,0002-9262,403,Oxford University Press (OUP),American Journal of Epidemiology
NA,NA,2015,0002-9270,421,Springer Nature,The American Journal of Gastroenterology
http://www.elsevier.com/tdm/userlicense/1.0/,220,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://www.elsevier.com/open-access/userlicense/1.0/,170,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://creativecommons.org/licenses/by/4.0/,18,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://creativecommons.org/licenses/by-nc-nd/4.0/,11,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://creativecommons.org/licenses/by/3.0/,2,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0002-9297,220,Elsevier BV,The American Journal of Human Genetics
http://www.elsevier.com/tdm/userlicense/1.0/,507,2015,0002-9343,507,Elsevier BV,The American Journal of Medicine
http://creativecommons.org/licenses/by-nc-nd/4.0/,6,2015,0002-9343,507,Elsevier BV,The American Journal of Medicine
http://creativecommons.org/licenses/by/3.0/,2,2015,0002-9343,507,Elsevier BV,The American Journal of Medicine
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0002-9343,507,Elsevier BV,The American Journal of Medicine
http://www.elsevier.com/open-access/userlicense/1.0/,1,2015,0002-9343,507,Elsevier BV,The American Journal of Medicine
http://www.elsevier.com/tdm/userlicense/1.0/,1632,2015,0002-9378,1632,Elsevier BV,American Journal of Obstetrics and Gynecology
http://creativecommons.org/licenses/by-nc-nd/4.0/,6,2015,0002-9378,1632,Elsevier BV,American Journal of Obstetrics and Gynecology
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0002-9378,1632,Elsevier BV,American Journal of Obstetrics and Gynecology
http://www.elsevier.com/open-access/userlicense/1.0/,1,2015,0002-9378,1632,Elsevier BV,American Journal of Obstetrics and Gynecology
http://creativecommons.org/licenses/by/3.0/,1,2015,0002-9378,1632,Elsevier BV,American Journal of Obstetrics and Gynecology
http://www.elsevier.com/tdm/userlicense/1.0/,452,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://creativecommons.org/licenses/by-nc-nd/4.0/,9,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://www.elsevier.com/open-access/userlicense/1.0/,2,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://creativecommons.org/licenses/by/4.0/,2,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://creativecommons.org/licenses/by/3.0/,1,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0002-9394,452,Elsevier BV,American Journal of Ophthalmology
http://www.elsevier.com/tdm/userlicense/1.0/,340,2015,0002-9440,340,Elsevier BV,The American Journal of Pathology
http://creativecommons.org/licenses/by-nc-nd/4.0/,70,2015,0002-9440,340,Elsevier BV,The American Journal of Pathology
http://www.elsevier.com/open-access/userlicense/1.0/,1,2015,0002-9440,340,Elsevier BV,The American Journal of Pathology
http://doi.wiley.com/10.1002/tdm_license_1.1,211,2015,0002-9483,211,Wiley-Blackwell,American Journal of Physical Anthropology
NA,NA,2015,0002-953X,276,American Psychiatric Publishing,American Journal of Psychiatry
http://www.elsevier.com/tdm/userlicense/1.0/,272,2015,0002-9629,272,Elsevier BV,The American Journal of the Medical Sciences
http://creativecommons.org/licenses/by-nc-nd/4.0/,10,2015,0002-9629,272,Elsevier BV,The American Journal of the Medical Sciences
http://creativecommons.org/licenses/by-nc-nd/3.0/,9,2015,0002-9629,272,Elsevier BV,The American Journal of the Medical Sciences
NA,NA,2015,0002-9637,521,American Society of Tropical Medicine and Hygiene,The American Journal of Tropical Medicine and Hygiene
NA,NA,2015,0003-0007,193,American Meteorological Society,Bulletin of the American Meteorological Society
NA,NA,2015,0003-004X,252,Mineralogical Society of America,American Mineralogist
NA,NA,2015,0003-0147,183,University of Chicago Press,The American Naturalist
http://www.springer.com/tdm,37,2015,0003-021X,193,Springer Nature,Journal of the American Oil Chemists' Society
http://www.springer.com/tdm,21,2015,0003-1232,54,Springer Nature,The American Sociologist
http://doi.wiley.com/10.1002/tdm_license_1.1,363,2015,0003-2409,363,Wiley-Blackwell,Anaesthesia
http://www.springer.com/tdm,14,2015,0003-2417,131,Springer Nature,Der Anaesthesist
NA,NA,2015,0003-2654,1053,Royal Society of Chemistry (RSC),The Analyst
http://www.elsevier.com/tdm/userlicense/1.0/,788,2015,0003-2670,788,Elsevier BV,Analytica Chimica Acta
http://creativecommons.org/licenses/by-nc-nd/4.0/,14,2015,0003-2670,788,Elsevier BV,Analytica Chimica Acta
http://creativecommons.org/licenses/by/4.0/,4,2015,0003-2670,788,Elsevier BV,Analytica Chimica Acta
http://www.elsevier.com/open-access/userlicense/1.0/,2,2015,0003-2670,788,Elsevier BV,Analytica Chimica Acta
http://creativecommons.org/licenses/by/3.0/,1,2015,0003-2670,788,Elsevier BV,Analytica Chimica Acta
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,101,2015,0003-2700,1703,American Chemical Society (ACS),Analytical Chemistry
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,24,2015,0003-2700,1703,American Chemical Society (ACS),Analytical Chemistry
http://www.elsevier.com/tdm/userlicense/1.0/,361,2015,0003-3472,361,Elsevier BV,Animal Behaviour
http://creativecommons.org/licenses/by-nc-nd/4.0/,39,2015,0003-3472,361,Elsevier BV,Animal Behaviour
