dois,license,journal_title,publisher,issued,issn_type.x,issn,year_flipped,issn_type.y
10.1038/s41467-019-09050-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08902-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09028-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08948-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08997-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08998-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08935-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09052-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09109-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08930-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09042-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08922-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09020-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08966-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09102-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09082-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09041-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09105-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09110-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01314-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01124-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01072-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01227-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00801-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02675-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00478-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01085-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00802-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03040-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01152-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00128-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01047-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02483-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01331-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02482-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00494-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01283-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02815-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01476-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01493-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01786-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02126-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00822-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01414-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01702-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00367-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02214-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02276-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02180-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03127-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00394-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02030-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00699-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00715-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00528-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01640-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02349-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01666-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00765-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03275-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02351-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02066-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02593-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02325-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01036-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03010-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02727-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01092-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01455-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00642-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01295-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01935-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02605-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00098-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02151-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01131-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02050-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02630-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08926-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03117-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02345-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00971-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02671-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00180-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01049-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01813-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00023-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02260-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03091-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01796-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00328-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01625-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01194-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01371-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01120-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02617-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00533-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08934-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03183-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00572-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00814-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01094-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02592-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02362-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00835-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02252-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00063-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01778-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00794-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00930-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01323-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02440-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02802-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01408-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01226-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02514-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01632-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01125-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00629-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01010-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03067-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01181-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09065-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01266-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02873-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00308-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01241-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02228-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00440-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01168-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01504-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01831-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02633-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01098-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02375-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00373-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01415-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02389-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00977-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01317-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01356-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00181-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02616-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02599-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02552-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01643-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02738-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02760-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01221-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02080-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00322-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00850-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00956-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00192-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08913-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01040-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00092-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00604-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08842-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02175-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02438-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02980-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01428-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02687-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00207-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01801-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03017-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-019-09027-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00679-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00566-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00695-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02304-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01774-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01950-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00038-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02971-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03248-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02800-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00942-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01032-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00766-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00743-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02748-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-019-08990-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2019,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02143-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00898-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01242-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00087-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02648-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01794-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00798-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02480-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01525-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00502-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02624-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01869-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03136-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-016-0015-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01993-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
