period,journal_title,country,hybrid_type,oapc_n_year
2016,Economic Theory,GBR,Open APC (Offsetting),6
2016,Economic Theory,NLD,Open APC (Offsetting),1
2016,Economic Theory Bulletin,GBR,Open APC (Offsetting),1
2016,Ecosystem Services,GBR,Open APC (Hybrid),3
2016,Ecosystem Services,SWE,Open APC (Hybrid),1
2016,Ecosystems,AUT,Open APC (Hybrid),1
2016,Ecosystems,AUT,Open APC (Offsetting),1
2016,Ecosystems,GBR,Open APC (Hybrid),1
2016,Ecosystems,GBR,Open APC (Offsetting),4
2016,Ecosystems,NLD,Open APC (Offsetting),5
2016,Ecosystems,SWE,Open APC (Hybrid),2
2016,Ecosystems,SWE,Open APC (Offsetting),1
2016,Ecotoxicology,GBR,Open APC (Offsetting),1
2016,Ecotoxicology,NLD,Open APC (Offsetting),3
2016,Education and Information Technologies,GBR,Open APC (Offsetting),6
2016,Education and Information Technologies,NLD,Open APC (Offsetting),1
2016,Education and Information Technologies,SWE,Open APC (Offsetting),2
2016,"Educational Assessment, Evaluation and Accountability",GBR,Open APC (Offsetting),1
2016,"Educational Assessment, Evaluation and Accountability",NLD,Open APC (Offsetting),1
2016,Educational Psychology Review,GBR,Open APC (Offsetting),1
2016,Educational Psychology Review,NLD,Open APC (Offsetting),2
2016,Educational Studies in Mathematics,GBR,Open APC (Offsetting),3
2016,Educational Studies in Mathematics,NLD,Open APC (Offsetting),1
2016,Educational Technology Research and Development,GBR,Open APC (Offsetting),1
2016,Educational Technology Research and Development,NLD,Open APC (Offsetting),1
2016,Electoral Studies,AUT,Open APC (Hybrid),1
2016,Electoral Studies,GBR,Open APC (Hybrid),1
2016,Electrical Engineering,GBR,Open APC (Offsetting),1
2016,Electrocatalysis,GBR,Open APC (Offsetting),1
2016,Electrocatalysis,SWE,Open APC (Hybrid),1
2016,Electrochimica Acta,GBR,Open APC (Hybrid),11
2016,Electronic Markets,AUT,Open APC (Offsetting),2
2016,ELECTROPHORESIS,AUT,Open APC (Hybrid),1
2016,Emergency Radiology,NLD,Open APC (Offsetting),2
2016,Emission Control Science and Technology,GBR,Open APC (Offsetting),1
2016,Emotion,GBR,Open APC (Hybrid),1
2016,Empirica,AUT,Open APC (Offsetting),3
2016,Empirica,GBR,Open APC (Offsetting),2
2016,Empirical Economics,AUT,Open APC (Offsetting),1
2016,Empirical Economics,GBR,Open APC (Offsetting),5
2016,Empirical Economics,NLD,Open APC (Offsetting),2
2016,Empirical Economics,SWE,Open APC (Offsetting),3
2016,Empirical Software Engineering,GBR,Open APC (Offsetting),1
2016,Empirical Software Engineering,NLD,Open APC (Offsetting),2
2016,Empirical Software Engineering,SWE,Open APC (Offsetting),1
2016,Endeavour,GBR,Open APC (Hybrid),2
2016,Endocrine,GBR,Open APC (Offsetting),4
2016,Endocrine,NLD,Open APC (Offsetting),3
2016,Endocrine,SWE,Open APC (Offsetting),2
2016,Energy,GBR,Open APC (Hybrid),4
2016,Energy & Fuels,GBR,Open APC (Hybrid),4
2016,Energy and Buildings,GBR,Open APC (Hybrid),8
2016,Energy Conversion and Management,NOR,Open APC (Hybrid),1
2016,Energy Efficiency,AUT,Open APC (Offsetting),1
2016,Energy Efficiency,GBR,Open APC (Offsetting),2
2016,Energy Efficiency,NLD,Open APC (Offsetting),2
2016,Energy Policy,GBR,Open APC (Hybrid),16
2016,Energy Systems,AUT,Open APC (Offsetting),2
2016,Energy Systems,GBR,Open APC (Offsetting),1
2016,Energy Technology,GBR,Open APC (Hybrid),3
2016,"Energy, Ecology and Environment",GBR,Open APC (Offsetting),1
2016,Engineering Fracture Mechanics,GBR,Open APC (Hybrid),1
2016,Engineering in Life Sciences,AUT,Open APC (Hybrid),1
2016,Engineering Structures,GBR,Open APC (Hybrid),2
2016,Engineering with Computers,GBR,Open APC (Offsetting),1
2016,Engineering with Computers,NLD,Open APC (Offsetting),1
2016,Engineering with Computers,SWE,Open APC (Offsetting),1
2016,Entomologia Experimentalis et Applicata,AUT,Open APC (Hybrid),1
2016,Environment International,GBR,Open APC (Hybrid),5
2016,Environment Systems and Decisions,SWE,Open APC (Offsetting),1
2016,"Environment, Development and Sustainability",NLD,Open APC (Offsetting),3
2016,Environmental and Ecological Statistics,GBR,Open APC (Hybrid),1
2016,Environmental and Ecological Statistics,GBR,Open APC (Offsetting),2
2016,Environmental and Experimental Botany,AUT,Open APC (Hybrid),1
2016,Environmental and Molecular Mutagenesis,GBR,Open APC (Hybrid),3
2016,Environmental and Resource Economics,GBR,Open APC (Offsetting),8
2016,Environmental and Resource Economics,NLD,Open APC (Offsetting),7
2016,Environmental Biology of Fishes,SWE,Open APC (Offsetting),1
2016,Environmental Earth Sciences,AUT,Open APC (Offsetting),2
2016,Environmental Earth Sciences,DEU,Open APC (Hybrid),2
2016,Environmental Earth Sciences,GBR,Open APC (Offsetting),2
2016,Environmental Earth Sciences,SWE,Open APC (Offsetting),2
2016,Environmental Economics and Policy Studies,GBR,Open APC (Offsetting),1
2016,Environmental Fluid Mechanics,GBR,Open APC (Offsetting),3
2016,Environmental Geochemistry and Health,NLD,Open APC (Offsetting),1
2016,Environmental Management,AUT,Open APC (Offsetting),3
2016,Environmental Management,GBR,Open APC (Offsetting),5
2016,Environmental Management,SWE,Open APC (Offsetting),1
2016,Environmental Microbiology,AUT,Open APC (Hybrid),3
2016,Environmental Microbiology,GBR,Open APC (Hybrid),2
2016,Environmental Microbiology,SWE,Open APC (Hybrid),2
2016,Environmental Microbiology Reports,AUT,Open APC (Hybrid),1
2016,Environmental Microbiology Reports,GBR,Open APC (Hybrid),1
2016,Environmental Modeling & Assessment,GBR,Open APC (Offsetting),2
2016,Environmental Modeling & Assessment,NLD,Open APC (Offsetting),1
2016,Environmental Modelling & Software,GBR,Open APC (Hybrid),4
2016,Environmental Monitoring and Assessment,GBR,Open APC (Offsetting),1
2016,Environmental Monitoring and Assessment,NLD,Open APC (Offsetting),2
2016,Environmental Pollution,AUT,Open APC (Hybrid),1
2016,Environmental Pollution,GBR,Open APC (Hybrid),6
2016,Environmental Pollution,SWE,Open APC (Hybrid),2
2016,Environmental Processes,GBR,Open APC (Offsetting),1
2016,Environmental Processes,NLD,Open APC (Offsetting),1
2016,Environmental Research,GBR,Open APC (Hybrid),1
2016,Environmental Science & Technology,AUT,Open APC (Hybrid),1
2016,Environmental Science & Technology,GBR,Open APC (Hybrid),11
2016,Environmental Science & Technology,SWE,Open APC (Hybrid),1
2016,Environmental Science and Pollution Research,AUT,Open APC (Offsetting),1
2016,Environmental Science and Pollution Research,DEU,Open APC (Offsetting),2
2016,Environmental Science and Pollution Research,GBR,Open APC (Offsetting),15
2016,Environmental Science and Pollution Research,NLD,Open APC (Offsetting),4
2016,Environmental Science and Pollution Research,SWE,Open APC (Hybrid),1
2016,Environmental Science and Pollution Research,SWE,Open APC (Offsetting),4
2016,Environmental Toxicology and Pharmacology,GBR,Open APC (Hybrid),1
2016,Epilepsia,AUT,Open APC (Hybrid),1
2016,Epilepsia,GBR,Open APC (Hybrid),3
2016,Epilepsy Research,GBR,Open APC (Hybrid),1
2016,Equine Veterinary Education,GBR,Open APC (Hybrid),1
2016,Equine Veterinary Journal,GBR,Open APC (Hybrid),1
2016,ERA Forum,GBR,Open APC (Offsetting),3
2016,ERA Forum,NLD,Open APC (Offsetting),1
2016,Erkenntnis,GBR,Open APC (Offsetting),3
2016,Erkenntnis,NLD,Open APC (Offsetting),2
2016,Essays In Biochemistry,GBR,Open APC (Hybrid),2
2016,Estuaries and Coasts,GBR,Open APC (Offsetting),1
2016,"Estuarine, Coastal and Shelf Science",SWE,Open APC (Hybrid),2
2016,Ethical Theory and Moral Practice,GBR,Open APC (Offsetting),3
2016,Ethical Theory and Moral Practice,NLD,Open APC (Offsetting),4
2016,Ethical Theory and Moral Practice,SWE,Open APC (Offsetting),1
2016,Ethics and Information Technology,GBR,Open APC (Offsetting),3
2016,Ethics and Information Technology,NLD,Open APC (Offsetting),7
2016,Euphytica,GBR,Open APC (Offsetting),1
2016,Euphytica,NLD,Open APC (Offsetting),2
2016,Eurasian Business Review,GBR,Open APC (Offsetting),3
2016,Eurasian Business Review,NLD,Open APC (Offsetting),1
2016,EURO Journal on Decision Processes,GBR,Open APC (Offsetting),1
2016,European Actuarial Journal,NLD,Open APC (Offsetting),1
2016,European Archives of Oto-Rhino-Laryngology,GBR,Open APC (Offsetting),3
2016,European Archives of Oto-Rhino-Laryngology,NLD,Open APC (Offsetting),19
2016,European Archives of Oto-Rhino-Laryngology,SWE,Open APC (Offsetting),2
2016,European Archives of Paediatric Dentistry,GBR,Open APC (Offsetting),2
2016,European Archives of Paediatric Dentistry,NLD,Open APC (Offsetting),1
2016,European Archives of Paediatric Dentistry,SWE,Open APC (Offsetting),1
2016,European Archives of Psychiatry and Clinical Neuroscience,AUT,Open APC (Offsetting),2
2016,European Archives of Psychiatry and Clinical Neuroscience,GBR,Open APC (Offsetting),1
2016,European Archives of Psychiatry and Clinical Neuroscience,NLD,Open APC (Offsetting),3
2016,European Archives of Psychiatry and Clinical Neuroscience,SWE,Open APC (Offsetting),1
2016,European Biophysics Journal,DEU,Open APC (Offsetting),2
2016,European Biophysics Journal,GBR,Open APC (Offsetting),7
2016,European Biophysics Journal,NLD,Open APC (Offsetting),1
2016,European Biophysics Journal,SWE,Open APC (Offsetting),1
2016,European Business Organization Law Review,GBR,Open APC (Offsetting),6
2016,European Business Organization Law Review,NLD,Open APC (Offsetting),1
2016,European Child & Adolescent Psychiatry,GBR,Open APC (Offsetting),13
2016,European Child & Adolescent Psychiatry,NLD,Open APC (Offsetting),14
2016,European Child & Adolescent Psychiatry,SWE,Open APC (Offsetting),2
2016,European Economic Review,GBR,Open APC (Hybrid),2
2016,European Food Research and Technology,NLD,Open APC (Offsetting),2
2016,European Journal for Philosophy of Science,GBR,Open APC (Offsetting),7
2016,European Journal for Philosophy of Science,NLD,Open APC (Offsetting),2
2016,European Journal of Ageing,GBR,Open APC (Offsetting),4
2016,European Journal of Ageing,NLD,Open APC (Offsetting),5
2016,European Journal of Ageing,SWE,Open APC (Hybrid),1
2016,European Journal of Ageing,SWE,Open APC (Offsetting),2
2016,European Journal of Applied Physiology,AUT,Open APC (Offsetting),3
2016,European Journal of Applied Physiology,GBR,Open APC (Offsetting),22
2016,European Journal of Applied Physiology,NLD,Open APC (Offsetting),2
2016,European Journal of Applied Physiology,SWE,Open APC (Offsetting),4
2016,European Journal of Cancer,GBR,Open APC (Hybrid),4
2016,European Journal of Cancer Care,GBR,Open APC (Hybrid),1
2016,European Journal of Clinical Microbiology & Infectious Diseases,AUT,Open APC (Hybrid),1
2016,European Journal of Clinical Microbiology & Infectious Diseases,AUT,Open APC (Offsetting),1
2016,European Journal of Clinical Microbiology & Infectious Diseases,GBR,Open APC (Offsetting),5
2016,European Journal of Clinical Microbiology & Infectious Diseases,NLD,Open APC (Offsetting),6
2016,European Journal of Clinical Microbiology & Infectious Diseases,SWE,Open APC (Offsetting),4
2016,European Journal of Clinical Nutrition,GBR,Open APC (Hybrid),3
2016,European Journal of Clinical Nutrition,ITA,Open APC (Hybrid),1
2016,European Journal of Clinical Pharmacology,GBR,Open APC (Offsetting),3
2016,European Journal of Clinical Pharmacology,NLD,Open APC (Offsetting),9
2016,European Journal of Clinical Pharmacology,SWE,Open APC (Offsetting),2
2016,European Journal of Epidemiology,GBR,Open APC (Hybrid),1
2016,European Journal of Epidemiology,GBR,Open APC (Offsetting),11
2016,European Journal of Epidemiology,NLD,Open APC (Offsetting),15
2016,European Journal of Epidemiology,SWE,Open APC (Offsetting),1
2016,European Journal of Forest Research,AUT,Open APC (Hybrid),1
2016,European Journal of Forest Research,GBR,Open APC (Offsetting),2
2016,European Journal of Forest Research,NLD,Open APC (Offsetting),1
2016,European Journal of Forest Research,SWE,Open APC (Offsetting),2
2016,European Journal of Human Genetics,GBR,Open APC (Hybrid),4
2016,European Journal of Immunology,GBR,Open APC (Hybrid),13
2016,European Journal of Inorganic Chemistry,AUT,Open APC (Hybrid),1
2016,European Journal of Inorganic Chemistry,GBR,Open APC (Hybrid),3
2016,European Journal of Integrative Medicine,GBR,Open APC (Hybrid),1
2016,European Journal of Internal Medicine,AUT,Open APC (Hybrid),1
2016,European Journal of Law and Economics,DEU,Open APC (Offsetting),1
2016,European Journal of Law and Economics,NLD,Open APC (Offsetting),2
2016,European Journal of Medicinal Chemistry,AUT,Open APC (Hybrid),1
2016,European Journal of Medicinal Chemistry,GBR,Open APC (Hybrid),6
2016,European Journal of Neuroscience,AUT,Open APC (Hybrid),1
2016,European Journal of Neuroscience,GBR,Open APC (Hybrid),12
2016,European Journal of Nuclear Medicine and Molecular Imaging,AUT,Open APC (Hybrid),2
2016,European Journal of Nuclear Medicine and Molecular Imaging,AUT,Open APC (Offsetting),6
2016,European Journal of Nuclear Medicine and Molecular Imaging,GBR,Open APC (Offsetting),8
2016,European Journal of Nuclear Medicine and Molecular Imaging,NLD,Open APC (Offsetting),15
2016,European Journal of Nuclear Medicine and Molecular Imaging,SWE,Open APC (Offsetting),2
2016,European Journal of Nutrition,GBR,Open APC (Hybrid),1
2016,European Journal of Nutrition,GBR,Open APC (Offsetting),11
2016,European Journal of Nutrition,NLD,Open APC (Offsetting),6
2016,European Journal of Nutrition,SWE,Open APC (Offsetting),1
2016,European Journal of Operational Research,GBR,Open APC (Hybrid),4
2016,European Journal of Organic Chemistry,AUT,Open APC (Hybrid),4
2016,European Journal of Organic Chemistry,GBR,Open APC (Hybrid),2
2016,European Journal of Orthopaedic Surgery & Traumatology,AUT,Open APC (Offsetting),1
2016,European Journal of Orthopaedic Surgery & Traumatology,GBR,Open APC (Offsetting),1
2016,European Journal of Orthopaedic Surgery & Traumatology,SWE,Open APC (Offsetting),1
2016,European Journal of Pain,GBR,Open APC (Hybrid),2
2016,European Journal of Pediatrics,AUT,Open APC (Offsetting),1
2016,European Journal of Pediatrics,GBR,Open APC (Offsetting),2
2016,European Journal of Pediatrics,NLD,Open APC (Offsetting),21
2016,European Journal of Pharmaceutical Sciences,AUT,Open APC (Hybrid),1
2016,European Journal of Pharmaceutical Sciences,GBR,Open APC (Hybrid),2
2016,European Journal of Pharmaceutics and Biopharmaceutics,GBR,Open APC (Hybrid),6
2016,European Journal of Pharmacology,GBR,Open APC (Hybrid),1
2016,European Journal of Physics,SWE,Open APC (Hybrid),1
2016,European Journal of Plant Pathology,GBR,Open APC (Offsetting),1
2016,European Journal of Plant Pathology,NLD,Open APC (Offsetting),3
2016,European Journal of Plastic Surgery,NLD,Open APC (Offsetting),2
2016,European Journal of Plastic Surgery,SWE,Open APC (Offsetting),1
2016,European Journal of Political Research,GBR,Open APC (Hybrid),1
2016,European Journal of Population,AUT,Open APC (Offsetting),1
2016,European Journal of Population,GBR,Open APC (Offsetting),4
2016,European Journal of Population,NLD,Open APC (Offsetting),5
2016,European Journal of Protistology,AUT,Open APC (Hybrid),2
2016,European Journal of Protistology,GBR,Open APC (Hybrid),1
2016,European Journal of Psychology of Education,NLD,Open APC (Offsetting),3
2016,European Journal of Soil Biology,GBR,Open APC (Hybrid),1
2016,European Journal of Soil Science,GBR,Open APC (Hybrid),2
2016,European Journal of Trauma and Emergency Surgery,GBR,Open APC (Offsetting),2
2016,European Journal of Trauma and Emergency Surgery,NLD,Open APC (Offsetting),12
2016,European Journal of Trauma and Emergency Surgery,SWE,Open APC (Offsetting),1
2016,European Journal of Wildlife Research,AUT,Open APC (Offsetting),1
2016,European Journal of Wildlife Research,GBR,Open APC (Offsetting),4
2016,European Journal of Wildlife Research,SWE,Open APC (Offsetting),1
2016,European Journal of Wood and Wood Products,AUT,Open APC (Offsetting),2
2016,European Journal of Wood and Wood Products,SWE,Open APC (Offsetting),1
2016,European Journal on Criminal Policy and Research,GBR,Open APC (Offsetting),3
2016,European Journal on Criminal Policy and Research,NLD,Open APC (Offsetting),4
2016,European Polymer Journal,AUT,Open APC (Hybrid),1
2016,European Polymer Journal,GBR,Open APC (Hybrid),4
2016,European Radiology,AUT,Open APC (Hybrid),1
2016,European Radiology,AUT,Open APC (Offsetting),13
2016,European Radiology,GBR,Open APC (Hybrid),2
2016,European Radiology,GBR,Open APC (Offsetting),17
2016,European Radiology,NLD,Open APC (Offsetting),33
2016,European Spine Journal,AUT,Open APC (Offsetting),3
2016,European Spine Journal,GBR,Open APC (Offsetting),3
2016,European Spine Journal,NLD,Open APC (Offsetting),14
2016,European Spine Journal,SWE,Open APC (Offsetting),2
2016,European Surgery,AUT,Open APC (Offsetting),5
2016,European Surgery,NLD,Open APC (Offsetting),1
2016,European Urology,GBR,Open APC (Hybrid),5
2016,Evolution,GBR,Open APC (Hybrid),6
2016,Evolution,SWE,Open APC (Hybrid),1
2016,Evolutionary Biology,AUT,Open APC (Offsetting),1
2016,Evolutionary Biology,GBR,Open APC (Offsetting),1
2016,Evolutionary Ecology,AUT,Open APC (Offsetting),2
2016,Evolutionary Ecology,GBR,Open APC (Offsetting),2
2016,Evolutionary Ecology,SWE,Open APC (Offsetting),1
2016,Evolutionary Intelligence,GBR,Open APC (Offsetting),2
2016,Evolutionary Psychological Science,GBR,Open APC (Offsetting),2
2016,Evolutionary Psychological Science,NLD,Open APC (Offsetting),1
2016,Experimental and Applied Acarology,NLD,Open APC (Offsetting),2
2016,Experimental Astronomy,GBR,Open APC (Offsetting),1
2016,Experimental Brain Research,AUT,Open APC (Offsetting),1
2016,Experimental Brain Research,DEU,Open APC (Offsetting),1
2016,Experimental Brain Research,GBR,Open APC (Offsetting),17
2016,Experimental Brain Research,NLD,Open APC (Offsetting),18
2016,Experimental Brain Research,SWE,Open APC (Offsetting),1
2016,Experimental Cell Research,GBR,Open APC (Hybrid),2
2016,Experimental Dermatology,AUT,Open APC (Hybrid),1
2016,Experimental Economics,GBR,Open APC (Offsetting),2
2016,Experimental Economics,NLD,Open APC (Offsetting),1
2016,Experimental Economics,SWE,Open APC (Offsetting),1
2016,Experimental Eye Research,GBR,Open APC (Hybrid),6
2016,Experimental Gerontology,GBR,Open APC (Hybrid),1
2016,Experimental Hematology,GBR,Open APC (Hybrid),2
2016,Experimental Mechanics,GBR,Open APC (Offsetting),8
2016,Experimental Mechanics,SWE,Open APC (Offsetting),1
2016,Experimental Neurology,AUT,Open APC (Hybrid),1
2016,Experimental Neurology,GBR,Open APC (Hybrid),5
2016,Experimental Parasitology,GBR,Open APC (Hybrid),1
2016,Experimental Physiology,GBR,Open APC (Hybrid),1
2016,Experimental Techniques,GBR,Open APC (Offsetting),1
2016,Experimental Thermal and Fluid Science,GBR,Open APC (Hybrid),3
2016,Experiments in Fluids,GBR,Open APC (Offsetting),9
2016,Experiments in Fluids,NLD,Open APC (Offsetting),12
2016,Expert Systems with Applications,GBR,Open APC (Hybrid),2
2016,Exposure and Health,GBR,Open APC (Offsetting),1
2016,Extremes,AUT,Open APC (Offsetting),1
2016,Extremes,GBR,Open APC (Offsetting),2
2016,Extremes,NLD,Open APC (Offsetting),2
2016,Extremes,SWE,Open APC (Offsetting),1
2016,Extremophiles,AUT,Open APC (Offsetting),1
2016,Extremophiles,DEU,Open APC (Offsetting),1
2016,Extremophiles,SWE,Open APC (Offsetting),1
2016,Facies,GBR,Open APC (Offsetting),3
2016,Familial Cancer,AUT,Open APC (Offsetting),1
2016,Familial Cancer,GBR,Open APC (Hybrid),3
2016,Familial Cancer,GBR,Open APC (Offsetting),3
2016,Familial Cancer,NLD,Open APC (Offsetting),9
2016,Familial Cancer,SWE,Open APC (Offsetting),1
2016,Faraday Discussions,GBR,Open APC (Hybrid),3
2016,Fatigue & Fracture of Engineering Materials & Structures,GBR,Open APC (Hybrid),1
2016,FEBS Journal,AUT,Open APC (Hybrid),4
2016,FEBS Journal,GBR,Open APC (Hybrid),5
2016,FEBS Letters,AUT,Open APC (Hybrid),1
2016,FEBS Letters,GBR,Open APC (Hybrid),6
2016,Feminist Legal Studies,GBR,Open APC (Offsetting),2
2016,Feminist Legal Studies,SWE,Open APC (Offsetting),1
2016,Fertility and Sterility,GBR,Open APC (Hybrid),2
2016,Few-Body Systems,NLD,Open APC (Offsetting),5
2016,Finance and Stochastics,GBR,Open APC (Offsetting),4
2016,Finance and Stochastics,NLD,Open APC (Offsetting),1
2016,Financial Markets and Portfolio Management,GBR,Open APC (Offsetting),1
2016,Fire Technology,GBR,Open APC (Offsetting),1
2016,Fish Physiology and Biochemistry,GBR,Open APC (Offsetting),2
2016,Fish Physiology and Biochemistry,SWE,Open APC (Offsetting),1
2016,Flexible Services and Manufacturing Journal,AUT,Open APC (Offsetting),1
2016,Flexible Services and Manufacturing Journal,GBR,Open APC (Offsetting),1
2016,Flexible Services and Manufacturing Journal,NLD,Open APC (Offsetting),3
2016,"Flow, Turbulence and Combustion",GBR,Open APC (Offsetting),10
2016,"Flow, Turbulence and Combustion",NLD,Open APC (Offsetting),4
2016,"Flow, Turbulence and Combustion",SWE,Open APC (Offsetting),1
2016,Fluid Phase Equilibria,GBR,Open APC (Hybrid),1
2016,Folia Microbiologica,AUT,Open APC (Offsetting),1
2016,Food and Bioprocess Technology,NLD,Open APC (Offsetting),1
2016,Food and Bioproducts Processing,GBR,Open APC (Hybrid),2
2016,Food and Chemical Toxicology,SWE,Open APC (Hybrid),1
2016,Food and Environmental Virology,GBR,Open APC (Offsetting),1
2016,Food and Environmental Virology,NLD,Open APC (Offsetting),1
2016,Food Biophysics,NLD,Open APC (Offsetting),1
2016,Food Chemistry,GBR,Open APC (Hybrid),6
2016,Food Engineering Reviews,GBR,Open APC (Offsetting),1
2016,Food Ethics,GBR,Open APC (Offsetting),2
2016,Food Quality and Preference,SWE,Open APC (Hybrid),1
2016,Food Security,GBR,Open APC (Offsetting),2
2016,Food Security,NLD,Open APC (Offsetting),2
2016,"Forensic Science, Medicine, and Pathology",GBR,Open APC (Offsetting),1
2016,"Forensic Science, Medicine, and Pathology",NLD,Open APC (Offsetting),2
2016,Forest Ecology and Management,SWE,Open APC (Hybrid),1
2016,Forest Policy and Economics,SWE,Open APC (Hybrid),1
2016,Formal Aspects of Computing,GBR,Open APC (Offsetting),3
2016,Formal Aspects of Computing,NLD,Open APC (Offsetting),5
2016,Formal Methods in System Design,AUT,Open APC (Hybrid),1
2016,Formal Methods in System Design,AUT,Open APC (Offsetting),1
2016,Formal Methods in System Design,DEU,Open APC (Offsetting),1
2016,Formal Methods in System Design,NLD,Open APC (Offsetting),1
2016,Foundations of Computational Mathematics,GBR,Open APC (Offsetting),3
2016,Foundations of Physics,AUT,Open APC (Hybrid),2
2016,Foundations of Physics,DEU,Open APC (Offsetting),2
2016,Foundations of Physics,GBR,Open APC (Offsetting),4
2016,Foundations of Physics,NLD,Open APC (Offsetting),1
2016,Foundations of Science,GBR,Open APC (Offsetting),2
2016,Foundations of Science,NLD,Open APC (Offsetting),1
2016,Free Radical Biology and Medicine,AUT,Open APC (Hybrid),1
2016,Free Radical Biology and Medicine,GBR,Open APC (Hybrid),8
2016,Freshwater Biology,GBR,Open APC (Hybrid),1
2016,Fudan Journal of the Humanities and Social Sciences,GBR,Open APC (Offsetting),5
2016,Fuel,GBR,Open APC (Hybrid),3
2016,Fuel Processing Technology,AUT,Open APC (Hybrid),1
2016,Fuel Processing Technology,GBR,Open APC (Hybrid),2
2016,Functional & Integrative Genomics,GBR,Open APC (Offsetting),1
2016,Functional Ecology,GBR,Open APC (Hybrid),6
2016,Functional Ecology,SWE,Open APC (Hybrid),1
2016,Fungal Biology Reviews,AUT,Open APC (Hybrid),1
2016,Fungal Diversity,AUT,Open APC (Hybrid),1
2016,Fungal Diversity,SWE,Open APC (Offsetting),1
2016,Fungal Ecology,SWE,Open APC (Hybrid),1
2016,Fungal Genetics and Biology,GBR,Open APC (Hybrid),1
2016,Fusion Engineering and Design,GBR,Open APC (Hybrid),1
2016,Futures,GBR,Open APC (Hybrid),2
2016,Gait & Posture,GBR,Open APC (Hybrid),4
2016,Gastric Cancer,NLD,Open APC (Offsetting),1
2016,Gastric Cancer,SWE,Open APC (Offsetting),1
2016,Gefässchirurgie,AUT,Open APC (Offsetting),4
2016,Gene,GBR,Open APC (Hybrid),1
2016,Gene Therapy,AUT,Open APC (Hybrid),1
2016,Gene Therapy,GBR,Open APC (Hybrid),2
2016,General and Comparative Endocrinology,GBR,Open APC (Hybrid),2
2016,General Relativity and Gravitation,GBR,Open APC (Offsetting),4
2016,General Relativity and Gravitation,SWE,Open APC (Offsetting),1
2016,General Thoracic and Cardiovascular Surgery,NLD,Open APC (Offsetting),1
2016,Genes & Immunity,GBR,Open APC (Hybrid),1
2016,"Genes, Brain and Behavior",GBR,Open APC (Hybrid),2
2016,genesis,GBR,Open APC (Hybrid),1
2016,Genetic Epidemiology,GBR,Open APC (Hybrid),3
2016,Genetic Programming and Evolvable Machines,GBR,Open APC (Offsetting),1
2016,Genetic Resources and Crop Evolution,GBR,Open APC (Offsetting),2
2016,Genetic Resources and Crop Evolution,NLD,Open APC (Offsetting),1
2016,"Geochemistry, Geophysics, Geosystems",AUT,Open APC (Hybrid),2
2016,"Geochemistry, Geophysics, Geosystems",GBR,Open APC (Hybrid),4
2016,Geochimica et Cosmochimica Acta,GBR,Open APC (Hybrid),9
2016,Geoderma,SWE,Open APC (Hybrid),2
2016,Geoforum,GBR,Open APC (Hybrid),3
2016,Geoheritage,GBR,Open APC (Offsetting),1
2016,GeoJournal,GBR,Open APC (Offsetting),4
2016,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,GBR,Open APC (Offsetting),1
2016,Geometriae Dedicata,GBR,Open APC (Offsetting),3
2016,Geometriae Dedicata,NLD,Open APC (Offsetting),1
2016,Geometric and Functional Analysis,GBR,Open APC (Offsetting),1
2016,Geomorphology,AUT,Open APC (Hybrid),1
2016,Geomorphology,GBR,Open APC (Hybrid),5
2016,Geophysical Research Letters,AUT,Open APC (Hybrid),2
2016,Geophysical Research Letters,CHE,Open APC (Hybrid),1
2016,Geophysical Research Letters,DEU,Open APC (Hybrid),1
2016,Geophysical Research Letters,GBR,Open APC (Hybrid),23
2016,Geophysical Research Letters,SWE,Open APC (Hybrid),1
2016,Geotechnical and Geological Engineering,GBR,Open APC (Offsetting),2
2016,Geotechnical and Geological Engineering,SWE,Open APC (Offsetting),1
2016,Glass Structures & Engineering,NLD,Open APC (Offsetting),1
2016,Glia,GBR,Open APC (Hybrid),5
2016,Global Change Biology,AUT,Open APC (Hybrid),1
2016,Global Change Biology,GBR,Open APC (Hybrid),11
2016,Global Ecology and Biogeography,AUT,Open APC (Hybrid),1
2016,Global Ecology and Biogeography,GBR,Open APC (Hybrid),4
2016,Global Environmental Change,GBR,Open APC (Hybrid),3
2016,Global Environmental Change,SWE,Open APC (Hybrid),1
2016,Global Heart,GBR,Open APC (Hybrid),1
2016,Global Policy,GBR,Open APC (Hybrid),1
2016,Glycoconjugate Journal,AUT,Open APC (Hybrid),1
2016,Glycoconjugate Journal,GBR,Open APC (Offsetting),4
2016,Glycoconjugate Journal,NLD,Open APC (Offsetting),4
2016,Gold Bulletin,GBR,Open APC (Offsetting),1
2016,Government Information Quarterly,SWE,Open APC (Hybrid),1
2016,GPS Solutions,GBR,Open APC (Offsetting),1
2016,GPS Solutions,NLD,Open APC (Offsetting),1
2016,GPS Solutions,SWE,Open APC (Offsetting),1
2016,Graefe's Archive for Clinical and Experimental Ophthalmology,GBR,Open APC (Offsetting),7
2016,Graefe's Archive for Clinical and Experimental Ophthalmology,NLD,Open APC (Offsetting),1
2016,Granular Computing,GBR,Open APC (Offsetting),2
2016,Granular Matter,GBR,Open APC (Offsetting),6
2016,Granular Matter,NLD,Open APC (Offsetting),1
2016,Graphs and Combinatorics,NLD,Open APC (Offsetting),1
2016,Green Chemistry,GBR,Open APC (Hybrid),2
